"fecha","Comunidad","vac_80+","por_80+","vac_70-79","por_70-79","vac_60-69","por_60-69","vac_50-59","por_50-59","vac_40-49","por_40-49","vac_25-39","por_25-39","vac_18-24","por_18-24","vac_16-17","por_16-17","tot_vac","pobl_tot","por_tot" 
"2021-06-16","La Rioja",22986,100.0,28129,100.0,16333,43.3,17288,36.3,5447,10.3,4179,7.6,804,3.8,10,0.2,95176,270788,35.1
"2021-06-16","Madrid",365273,100.0,492919,93.7,224183,31.9,443457,45.6,141599,12.1,139625,10.4,26360,5.5,419,0.3,1833835,5695623,32.2
"2021-06-16","Murcia",71759,100.0,95742,93.0,44591,30.4,84611,39.7,48465,19.1,28823,9.7,6899,5.8,128,0.4,381018,1237479,30.8
"2021-06-16","Navarra",41770,100.0,54994,98.6,20414,27.6,51784,53.6,18787,17.4,12701,11.0,2255,4.6,9,0.1,202714,552935,36.7
"2021-06-16","País Vasco",159304,100.9,207184,97.2,89639,32.0,169797,49.9,48922,13.5,42127,11.6,8150,5.8,38,0.1,725161,1898123,38.2
"2021-06-16","Ceuta",2313,88.8,3666,84.9,2368,30.1,7701,66.6,4091,32.4,1883,10.8,485,6.4,7,0.3,22514,66158,34.0
"2021-06-16","Melilla",1847,78.6,2965,79.1,2795,35.7,6969,61.7,3645,30.4,1758,9.7,271,3.2,6,0.3,20256,66178,30.6
"2021-06-16","España",2861392,100.0,3794946,95.8,1463862,27.4,3140796,44.7,1035759,13.1,837502,9.5,164266,5.0,2487,0.3,13301010,40129822,33.1
"2021-06-17","Andalucía",422484,100.0,630822,97.0,231472,25.3,636614,50.3,177898,12.8,161804,10.0,28268,4.5,491,0.3,2289853,7062213,32.4
"2021-06-17","Aragón",98657,99.8,115439,97.0,47762,30.5,87467,44.1,36081,16.8,25867,11.2,6326,7.1,57,0.2,417656,1132764,36.9
"2021-06-17","Asturias",86925,99.0,110974,100.0,33633,22.5,87231,53.6,28501,17.1,19898,12.8,4550,8.4,45,0.3,371757,901209,41.3
"2021-06-17","Baleares",49679,100.0,75355,93.6,12540,10.7,88934,53.6,37175,18.0,23456,9.1,3772,4.4,40,0.2,290951,986279,29.5
"2021-06-17","Canarias",88267,97.8,141848,91.8,54203,23.1,165780,47.3,66107,17.0,35508,8.0,6378,3.9,73,0.2,558164,1871033,29.8
"2021-06-17","Cantabria",41547,100.0,54836,100.0,26014,33.6,31629,35.2,9710,9.9,7519,7.8,1383,4.0,8,0.1,172646,501384,34.4
"2021-06-17","Castilla y León",225072,100.0,245458,100.0,121504,38.1,131111,34.4,49077,13.5,39158,10.4,7130,4.9,116,0.3,818626,2092873,39.1
"2021-06-17","Castilla la Mancha",134864,99.8,154632,97.2,55307,25.3,153858,50.0,46381,14.0,24623,6.5,5855,3.9,104,0.2,575624,1719964,33.5
"2021-06-17","Cataluña",445629,99.6,591999,93.2,120865,14.4,538161,49.3,175759,13.3,151282,10.2,39596,7.1,702,0.4,2063993,6531658,31.6
"2021-06-17","C. Valenciana",288881,100.0,415532,94.9,214181,36.9,293355,39.0,81887,9.6,59246,6.5,10907,3.1,158,0.2,1364147,4269305,32.0
"2021-06-17","Extremadura",76555,100.0,90665,98.7,55452,44.3,81606,48.2,24966,15.7,17728,9.2,2127,2.8,68,0.3,349167,911213,38.3
"2021-06-17","Galicia",238368,100.0,284556,98.2,116592,33.6,250251,61.7,48727,11.0,38248,8.6,3955,2.6,43,0.1,980740,2362643,41.5
"2021-06-17","La Rioja",22990,100.0,28145,100.0,16373,43.4,19093,40.1,6130,11.6,4612,8.4,879,4.2,10,0.2,98232,270788,36.3
"2021-06-17","Madrid",365495,100.0,494794,94.1,227154,32.3,469500,48.3,149879,12.9,143885,10.7,27570,5.7,428,0.3,1878705,5695623,33.0
"2021-06-17","Murcia",71794,100.0,96089,93.4,45708,31.1,89961,42.2,48642,19.1,28919,9.7,6933,5.8,128,0.4,388174,1237479,31.4
"2021-06-17","Navarra",41783,100.0,55037,98.6,20783,28.1,55521,57.4,19217,17.8,12958,11.3,2313,4.8,9,0.1,207621,552935,37.5
"2021-06-17","País Vasco",159379,100.9,207317,97.3,90608,32.3,177719,52.3,50201,13.9,42734,11.8,8518,6.1,39,0.1,736515,1898123,38.8
"2021-06-17","Ceuta",2315,88.9,3683,85.3,2408,30.6,8251,71.4,4664,36.9,1942,11.1,502,6.6,7,0.3,23772,66158,35.9
"2021-06-17","Melilla",1858,79.1,2978,79.5,3005,38.4,7646,67.7,5101,42.5,2098,11.6,301,3.5,6,0.3,22993,66178,34.7
"2021-06-17","España",2862552,100.0,3800165,96.0,1496739,28.0,3378118,48.0,1074818,13.6,856502,9.7,169665,5.1,2532,0.3,13641091,40129822,34.0
"2021-06-18","Andalucía",422618,100.0,631433,97.1,236774,25.8,676966,53.5,182514,13.2,165453,10.2,30642,4.9,500,0.3,2346900,7062213,33.2
"2021-06-18","Aragón",98715,99.9,115696,97.3,47985,30.7,100532,50.7,37997,17.7,27018,11.7,6514,7.3,59,0.2,434516,1132764,38.4
"2021-06-18","Asturias",86932,99.0,111038,100.0,33939,22.7,90234,55.5,28935,17.3,19935,12.9,4559,8.4,46,0.3,375618,901209,41.7
"2021-06-18","Baleares",49723,100.0,75494,93.8,13623,11.6,93782,56.6,37773,18.3,23905,9.3,3865,4.5,40,0.2,298205,986279,30.2
"2021-06-18","Canarias",88350,97.9,142106,92.0,57575,24.5,175206,50.0,68876,17.8,36627,8.2,6568,4.0,74,0.2,575382,1871033,30.8
"2021-06-18","Cantabria",41559,100.0,54889,100.0,26463,34.2,34749,38.6,9917,10.1,7644,7.9,1391,4.0,8,0.1,176620,501384,35.2
"2021-06-18","Castilla y León",225103,100.0,245569,100.0,123057,38.6,139728,36.7,50310,13.8,39610,10.5,7176,5.0,117,0.3,830670,2092873,39.7
"2021-06-18","Castilla la Mancha",134897,99.8,154777,97.3,55956,25.6,170162,55.3,48744,14.7,25562,6.8,6121,4.1,104,0.2,596323,1719964,34.7
"2021-06-18","Cataluña",445861,99.7,592961,93.3,134615,16.1,559760,51.3,188467,14.3,153444,10.3,40491,7.3,711,0.4,2116310,6531658,32.4
"2021-06-18","C. Valenciana",288931,100.0,415833,95.0,214863,37.0,302769,40.2,83428,9.8,60755,6.6,11234,3.2,159,0.2,1377972,4269305,32.3
"2021-06-18","Extremadura",76570,100.0,90728,98.8,57397,45.8,88539,52.3,26567,16.7,17916,9.3,2162,2.8,70,0.3,359949,911213,39.5
"2021-06-18","Galicia",238454,100.0,285242,98.4,117200,33.8,251653,62.0,54004,12.2,39844,8.9,4343,2.8,44,0.1,990784,2362643,41.9
"2021-06-18","La Rioja",22997,100.0,28193,100.0,16846,44.7,21577,45.3,6625,12.5,4867,8.9,888,4.2,10,0.2,102003,270788,37.7
"2021-06-18","Madrid",365677,100.0,496153,94.3,229482,32.6,497242,51.1,159419,13.7,145194,10.8,27880,5.8,431,0.3,1921478,5695623,33.7
"2021-06-18","Murcia",71828,100.0,96234,93.5,47173,32.1,97116,45.5,49026,19.3,29165,9.8,6974,5.9,128,0.4,397644,1237479,32.1
"2021-06-18","Navarra",41784,100.0,55043,98.7,20805,28.2,56463,58.4,19680,18.2,13095,11.4,2339,4.8,9,0.1,209218,552935,37.8
"2021-06-18","País Vasco",159411,100.9,207430,97.3,92244,32.9,182899,53.8,51645,14.3,43573,12.0,9018,6.4,41,0.1,746261,1898123,39.3
"2021-06-18","Ceuta",2315,88.9,3687,85.4,2421,30.8,8427,72.9,5612,44.4,2009,11.5,508,6.7,8,0.4,24987,66158,37.8
"2021-06-18","Melilla",1863,79.3,2984,79.6,3024,38.6,7765,68.7,5853,48.8,2169,12.0,301,3.5,6,0.3,23965,66178,36.2
"2021-06-18","España",2863600,100.0,3805496,96.1,1532725,28.7,3560479,50.6,1124992,14.3,874115,9.9,175588,5.3,2569,0.3,13939564,40129822,34.7
"2021-06-21","Andalucía",422774,100.0,631969,97.2,249185,27.2,720864,57.0,188679,13.6,124340,10.9,77724,8.4,3259,0.4,2418794,7451975,32.5
