fecha,edad,sexo,porcentaje_casos,acumulados_caso,porcentaje_fallecidos,acumulado_fallecidos
 2021-09-06,40-49,Mujer,16.2,43190,0.9,29
 2021-09-06,50-59,Mujer,13.8,36743,2.3,78
 2021-09-06,60-69,Mujer,8.7,23317,6.2,210
 2021-09-06,70-79,Mujer,5.8,15505,18.4,621
 2021-09-06,80-89,Mujer,4.6,12156,44.0,1486
 2021-09-06,90+,Mujer,1.8,4680,27.9,940
 2021-09-06,0-9,Hombre,7.8,19276,0.0,0
 2021-09-06,10-19,Hombre,13.6,33931,0.0,1
 2021-09-06,20-29,Hombre,16.1,39966,0.1,5
 2021-09-06,30-39,Hombre,14.0,34765,0.3,15
 2021-09-06,40-49,Hombre,15.9,39655,1.5,64
 2021-09-06,50-59,Hombre,13.6,33767,4.8,207
 2021-09-06,60-69,Hombre,9.2,22955,13.9,600
 2021-09-06,70-79,Hombre,5.7,14277,28.0,1211
 2021-09-06,80-89,Hombre,3.3,8221,37.5,1621
 2021-09-06,90+,Hombre,0.7,1836,14.0,604
 2021-09-07,0-9,Mujer,7.0,18796,0.0,0
 2021-09-07,10-19,Mujer,13.0,34625,0.1,2
 2021-09-07,20-29,Mujer,15.2,40577,0.0,1
 2021-09-07,30-39,Mujer,14.0,37465,0.2,8
 2021-09-07,40-49,Mujer,16.2,43217,0.9,31
 2021-09-07,50-59,Mujer,13.8,36780,2.3,78
 2021-09-07,60-69,Mujer,8.7,23329,6.2,210
 2021-09-07,70-79,Mujer,5.8,15517,18.4,621
 2021-09-07,80-89,Mujer,4.6,12167,44.0,1487
 2021-09-07,90+,Mujer,1.8,4681,27.8,940
 2021-09-07,0-9,Hombre,7.8,19286,0.0,0
 2021-09-07,10-19,Hombre,13.6,33956,0.0,1
 2021-09-07,20-29,Hombre,16.1,39994,0.1,5
 2021-09-07,30-39,Hombre,14.0,34784,0.3,15
 2021-09-07,40-49,Hombre,16.0,39689,1.5,64
 2021-09-07,50-59,Hombre,13.6,33792,4.8,208
 2021-09-07,60-69,Hombre,9.2,22964,13.8,600
 2021-09-07,70-79,Hombre,5.7,14284,28.0,1216
 2021-09-07,80-89,Hombre,3.3,8223,37.5,1625
 2021-09-07,90+,Hombre,0.7,1836,13.9,604
 2021-09-08,0-9,Mujer,7.0,18816,0.0,0
 2021-09-08,10-19,Mujer,13.0,34657,0.1,2
 2021-09-08,20-29,Mujer,15.2,40604,0.0,1
 2021-09-08,30-39,Mujer,14.0,37498,0.2,8
 2021-09-08,40-49,Mujer,16.2,43250,0.9,31
 2021-09-08,50-59,Mujer,13.8,36812,2.3,79
 2021-09-08,60-69,Mujer,8.7,23343,6.2,210
 2021-09-08,70-79,Mujer,5.8,15529,18.4,621
 2021-09-08,80-89,Mujer,4.6,12175,44.0,1488
 2021-09-08,90+,Mujer,1.8,4684,27.8,941
 2021-09-08,0-9,Hombre,7.8,19308,0.0,0
 2021-09-08,10-19,Hombre,13.6,33991,0.0,1
 2021-09-08,20-29,Hombre,16.1,40024,0.1,5
 2021-09-08,30-39,Hombre,14.0,34812,0.3,15
 2021-09-08,40-49,Hombre,16.0,39720,1.5,64
 2021-09-08,50-59,Hombre,13.6,33825,4.8,208
 2021-09-08,60-69,Hombre,9.2,22983,13.9,601
 2021-09-08,70-79,Hombre,5.7,14295,28.0,1216
 2021-09-08,80-89,Hombre,3.3,8228,37.5,1625
 2021-09-08,90+,Hombre,0.7,1836,13.9,604
 2021-09-09,0-9,Mujer,7.0,18837,0.0,0
 2021-09-09,10-19,Mujer,13.0,34677,0.1,2
 2021-09-09,20-29,Mujer,15.2,40637,0.0,1
 2021-09-09,30-39,Mujer,14.0,37538,0.2,8
 2021-09-09,40-49,Mujer,16.2,43293,0.9,31
 2021-09-09,50-59,Mujer,13.8,36844,2.4,80
 2021-09-09,60-69,Mujer,8.7,23356,6.3,212
 2021-09-09,70-79,Mujer,5.8,15535,18.4,622
 2021-09-09,80-89,Mujer,4.6,12183,44.0,1488
 2021-09-09,90+,Mujer,1.8,4685,27.8,941
 2021-09-09,0-9,Hombre,7.8,19330,0.0,0
 2021-09-09,10-19,Hombre,13.7,34019,0.0,1
 2021-09-09,20-29,Hombre,16.1,40047,0.1,5
 2021-09-09,30-39,Hombre,14.0,34837,0.3,15
 2021-09-09,40-49,Hombre,16.0,39754,1.5,65
 2021-09-09,50-59,Hombre,13.6,33851,4.8,208
 2021-09-09,60-69,Hombre,9.2,23003,13.8,601
 2021-09-09,70-79,Hombre,5.7,14305,28.0,1217
 2021-09-09,80-89,Hombre,3.3,8233,37.5,1627
 2021-09-09,90+,Hombre,0.7,1836,13.9,604
 2021-09-10,0-9,Mujer,7.0,18851,0.0,0
 2021-09-10,10-19,Mujer,13.0,34703,0.1,2
 2021-09-10,20-29,Mujer,15.2,40666,0.0,1
 2021-09-10,30-39,Mujer,14.0,37558,0.2,8
 2021-09-10,40-49,Mujer,16.2,43327,0.9,31
 2021-09-10,50-59,Mujer,13.8,36873,2.4,80
 2021-09-10,60-69,Mujer,8.7,23371,6.3,213
 2021-09-10,70-79,Mujer,5.8,15544,18.4,622
 2021-09-10,80-89,Mujer,4.6,12191,44.0,1489
 2021-09-10,90+,Mujer,1.8,4688,27.8,941
 2021-09-10,0-9,Hombre,7.8,19353,0.0,0
 2021-09-10,10-19,Hombre,13.6,34039,0.0,1
 2021-09-10,20-29,Hombre,16.1,40076,0.1,5
 2021-09-10,30-39,Hombre,14.0,34858,0.3,15
 2021-09-10,40-49,Hombre,16.0,39784,1.5,65
 2021-09-10,50-59,Hombre,13.6,33869,4.8,209
 2021-09-10,60-69,Hombre,9.2,23016,13.8,601
 2021-09-10,70-79,Hombre,5.7,14311,28.0,1217
 2021-09-10,80-89,Hombre,3.3,8237,37.5,1629
 2021-09-10,90+,Hombre,0.7,1837,13.9,604
 2021-09-13,0-9,Mujer,7.0,18892,0.0,0
 2021-09-13,10-19,Mujer,13.0,34749,0.1,2
 2021-09-13,20-29,Mujer,15.2,40711,0.0,1
 2021-09-13,30-39,Mujer,14.0,37608,0.2,8
 2021-09-13,40-49,Mujer,16.2,43389,0.9,31
 2021-09-13,50-59,Mujer,13.8,36922,2.4,81
 2021-09-13,60-69,Mujer,8.7,23398,6.3,213
 2021-09-13,70-79,Mujer,5.8,15562,18.3,622
 2021-09-13,80-89,Mujer,4.5,12198,44.0,1492
 2021-09-13,90+,Mujer,1.7,4692,27.8,942
 2021-09-13,0-9,Hombre,7.8,19399,0.0,0
 2021-09-13,10-19,Hombre,13.7,34080,0.0,1
 2021-09-13,20-29,Hombre,16.1,40109,0.1,5
 2021-09-13,30-39,Hombre,14.0,34878,0.3,15
 2021-09-13,40-49,Hombre,16.0,39834,1.5,65
 2021-09-13,50-59,Hombre,13.6,33901,4.8,209
 2021-09-13,60-69,Hombre,9.2,23046,13.8,601
 2021-09-13,70-79,Hombre,5.7,14332,28.0,1217
 2021-09-13,80-89,Hombre,3.3,8241,37.5,1629
 2021-09-13,90+,Hombre,0.7,1839,13.9,604
 2021-09-14,0-9,Mujer,7.0,18904,0.0,0
 2021-09-14,10-19,Mujer,13.0,34765,0.1,2
 2021-09-14,20-29,Mujer,15.2,40723,0.0,1
 2021-09-14,30-39,Mujer,14.0,37617,0.3,9
 2021-09-14,40-49,Mujer,16.2,43402,0.9,31
 2021-09-14,50-59,Mujer,13.8,36936,2.4,81
 2021-09-14,60-69,Mujer,8.7,23405,6.3,213
 2021-09-14,70-79,Mujer,5.8,15568,18.3,622
 2021-09-14,80-89,Mujer,4.5,12201,43.9,1492
 2021-09-14,90+,Mujer,1.7,4693,27.8,944
 2021-09-14,0-9,Hombre,7.8,19410,0.0,0
 2021-09-14,10-19,Hombre,13.7,34092,0.0,1
 2021-09-14,20-29,Hombre,16.1,40122,0.1,5
 2021-09-14,30-39,Hombre,14.0,34894,0.3,15
 2021-09-14,40-49,Hombre,16.0,39846,1.5,65
 2021-09-14,50-59,Hombre,13.6,33912,4.8,209
 2021-09-14,60-69,Hombre,9.2,23055,13.8,601
 2021-09-14,70-79,Hombre,5.7,14338,28.0,1218
 2021-09-14,80-89,Hombre,3.3,8241,37.5,1629
 2021-09-14,90+,Hombre,0.7,1839,13.9,604
 2021-09-15,0-9,Mujer,7.1,18927,0.0,0
 2021-09-15,10-19,Mujer,13.0,34792,0.1,2
 2021-09-15,20-29,Mujer,15.2,40748,0.0,1
 2021-09-15,30-39,Mujer,14.0,37639,0.3,9
 2021-09-15,40-49,Mujer,16.2,43428,0.9,31
 2021-09-15,50-59,Mujer,13.8,36952,2.4,81
 2021-09-15,60-69,Mujer,8.7,23424,6.3,213
 2021-09-15,70-79,Mujer,5.8,15574,18.3,622
 2021-09-15,80-89,Mujer,4.6,12216,44.0,1493
 2021-09-15,90+,Mujer,1.7,4693,27.8,944
 2021-09-15,0-9,Hombre,7.8,19439,0.0,0
 2021-09-15,10-19,Hombre,13.7,34120,0.0,1
 2021-09-15,20-29,Hombre,16.1,40153,0.1,5
 2021-09-15,30-39,Hombre,14.0,34911,0.3,15
 2021-09-15,40-49,Hombre,16.0,39871,1.5,65
 2021-09-15,50-59,Hombre,13.6,33928,4.8,209
 2021-09-15,60-69,Hombre,9.2,23073,13.8,601
 2021-09-15,70-79,Hombre,5.7,14350,28.0,1218
 2021-09-15,80-89,Hombre,3.3,8245,37.5,1629
 2021-09-15,90+,Hombre,0.7,1840,13.9,606
 2021-09-16,0-9,Mujer,7.1,18947,0.0,0
 2021-09-16,10-19,Mujer,13.0,34810,0.1,2
 2021-09-16,20-29,Mujer,15.2,40777,0.0,1
 2021-09-16,30-39,Mujer,14.0,37673,0.3,9
 2021-09-16,40-49,Mujer,16.2,43450,0.9,31
 2021-09-16,50-59,Mujer,13.8,36967,2.4,81
 2021-09-16,60-69,Mujer,8.7,23440,6.3,214
 2021-09-16,70-79,Mujer,5.8,15586,18.4,625
 2021-09-16,80-89,Mujer,4.6,12221,43.9,1494
 2021-09-16,90+,Mujer,1.7,4693,27.8,944
 2021-09-16,0-9,Hombre,7.8,19466,0.0,0
 2021-09-16,10-19,Hombre,13.6,34137,0.0,1
 2021-09-16,20-29,Hombre,16.1,40187,0.1,5
 2021-09-16,30-39,Hombre,14.0,34939,0.3,15
 2021-09-16,40-49,Hombre,16.0,39905,1.5,65
 2021-09-16,50-59,Hombre,13.6,33948,4.8,210
 2021-09-16,60-69,Hombre,9.2,23081,13.8,601
 2021-09-16,70-79,Hombre,5.7,14354,28.0,1218
 2021-09-16,80-89,Hombre,3.3,8248,37.5,1630
 2021-09-16,90+,Hombre,0.7,1841,13.9,606
 2021-09-17,0-9,Mujer,7.1,18960,0.0,0
 2021-09-17,10-19,Mujer,13.0,34841,0.1,2
 2021-09-17,20-29,Mujer,15.2,40792,0.0,1
 2021-09-17,30-39,Mujer,14.0,37695,0.3,9
 2021-09-17,40-49,Mujer,16.2,43467,0.9,31
 2021-09-17,50-59,Mujer,13.8,36987,2.4,81
 2021-09-17,60-69,Mujer,8.7,23457,6.3,214
 2021-09-17,70-79,Mujer,5.8,15596,18.4,626
 2021-09-17,80-89,Mujer,4.5,12224,43.9,1494
 2021-09-17,90+,Mujer,1.7,4693,27.7,944
 2021-09-17,0-9,Hombre,7.8,19486,0.0,0
 2021-09-17,10-19,Hombre,13.6,34154,0.0,1
 2021-09-17,20-29,Hombre,16.1,40203,0.1,5
 2021-09-17,30-39,Hombre,14.0,34957,0.3,15
 2021-09-17,40-49,Hombre,16.0,39929,1.5,65
 2021-09-17,50-59,Hombre,13.6,33957,4.8,210
 2021-09-17,60-69,Hombre,9.2,23095,13.8,601
 2021-09-17,70-79,Hombre,5.7,14363,28.0,1219
 2021-09-17,80-89,Hombre,3.3,8250,37.4,1630
 2021-09-17,90+,Hombre,0.7,1843,13.9,607
 2021-09-20,0-9,Mujer,7.1,19004,0.0,0
 2021-09-20,10-19,Mujer,13.0,34873,0.1,2
 2021-09-20,20-29,Mujer,15.2,40813,0.0,1
 2021-09-20,30-39,Mujer,14.0,37727,0.3,9
 2021-09-20,40-49,Mujer,16.2,43514,0.9,31
 2021-09-20,50-59,Mujer,13.8,37026,2.4,81
 2021-09-20,60-69,Mujer,8.7,23479,6.3,215
 2021-09-20,70-79,Mujer,5.8,15612,18.4,626
 2021-09-20,80-89,Mujer,4.5,12233,43.9,1494
 2021-09-20,90+,Mujer,1.7,4695,27.7,944
 2021-09-20,0-9,Hombre,7.8,19539,0.0,0
 2021-09-20,10-19,Hombre,13.6,34179,0.0,1
 2021-09-20,20-29,Hombre,16.1,40227,0.1,5
 2021-09-20,30-39,Hombre,14.0,34987,0.3,15
 2021-09-20,40-49,Hombre,16.0,39968,1.5,65
 2021-09-20,50-59,Hombre,13.6,33991,4.8,210
 2021-09-20,60-69,Hombre,9.2,23120,13.8,602
 2021-09-20,70-79,Hombre,5.7,14381,28.0,1220
 2021-09-20,80-89,Hombre,3.3,8264,37.5,1632
 2021-09-20,90+,Hombre,0.7,1844,13.9,607
 2021-09-21,0-9,Mujer,7.1,19016,0.0,0
 2021-09-21,10-19,Mujer,13.0,34881,0.1,2
 2021-09-21,20-29,Mujer,15.2,40824,0.0,1
 2021-09-21,30-39,Mujer,14.0,37749,0.3,9
 2021-09-21,40-49,Mujer,16.2,43532,0.9,31
 2021-09-21,50-59,Mujer,13.8,37034,2.4,81
 2021-09-21,60-69,Mujer,8.7,23485,6.3,215
 2021-09-21,70-79,Mujer,5.8,15618,18.4,626
 2021-09-21,80-89,Mujer,4.5,12236,43.9,1495
 2021-09-21,90+,Mujer,1.7,4695,27.8,945
 2021-09-21,0-9,Hombre,7.8,19550,0.0,0
 2021-09-21,10-19,Hombre,13.6,34183,0.0,1
 2021-09-21,20-29,Hombre,16.1,40239,0.1,5
 2021-09-21,30-39,Hombre,14.0,35001,0.4,16
 2021-09-21,40-49,Hombre,16.0,39978,1.5,65
 2021-09-21,50-59,Hombre,13.6,34008,4.8,210
 2021-09-21,60-69,Hombre,9.2,23126,13.8,602
 2021-09-21,70-79,Hombre,5.7,14388,28.0,1221
 2021-09-21,80-89,Hombre,3.3,8266,37.4,1633
 2021-09-21,90+,Hombre,0.7,1846,13.9,608
 2021-09-22,0-9,Mujer,7.1,19035,0.0,0
 2021-09-22,10-19,Mujer,13.0,34900,0.1,2
 2021-09-22,20-29,Mujer,15.2,40839,0.0,1
 2021-09-22,30-39,Mujer,14.0,37776,0.3,9
 2021-09-22,40-49,Mujer,16.2,43554,0.9,31
 2021-09-22,50-59,Mujer,13.8,37049,2.4,81
 2021-09-22,60-69,Mujer,8.7,23496,6.3,215
 2021-09-22,70-79,Mujer,5.8,15625,18.4,626
 2021-09-22,80-89,Mujer,4.5,12240,43.9,1495
 2021-09-22,90+,Mujer,1.7,4695,27.8,945
 2021-09-22,0-9,Hombre,7.8,19568,0.0,0
 2021-09-22,10-19,Hombre,13.6,34191,0.0,1
 2021-09-22,20-29,Hombre,16.1,40248,0.1,5
 2021-09-22,30-39,Hombre,14.0,35021,0.4,16
 2021-09-22,40-49,Hombre,16.0,40008,1.5,65
 2021-09-22,50-59,Hombre,13.6,34027,4.8,210
 2021-09-22,60-69,Hombre,9.2,23129,13.8,603
 2021-09-22,70-79,Hombre,5.7,14400,28.0,1221
 2021-09-22,80-89,Hombre,3.3,8267,37.4,1633
 2021-09-22,90+,Hombre,0.7,1846,13.9,608
 2021-09-23,0-9,Mujer,7.1,19055,0.0,0
 2021-09-23,10-19,Mujer,13.0,34919,0.1,2
 2021-09-23,20-29,Mujer,15.2,40850,0.0,1
 2021-09-23,30-39,Mujer,14.0,37792,0.3,9
 2021-09-23,40-49,Mujer,16.2,43575,0.9,31
 2021-09-23,50-59,Mujer,13.8,37063,2.4,81
 2021-09-23,60-69,Mujer,8.7,23510,6.3,216
 2021-09-23,70-79,Mujer,5.8,15633,18.4,627
 2021-09-23,80-89,Mujer,4.5,12240,43.9,1495
 2021-09-23,90+,Mujer,1.7,4696,27.7,945
 2021-09-23,0-9,Hombre,7.8,19582,0.0,0
 2021-09-23,10-19,Hombre,13.6,34212,0.0,1
 2021-09-23,20-29,Hombre,16.0,40249,0.1,5
 2021-09-23,30-39,Hombre,14.0,35027,0.4,16
 2021-09-23,40-49,Hombre,16.0,40025,1.5,65
 2021-09-23,50-59,Hombre,13.6,34036,4.8,210
 2021-09-23,60-69,Hombre,9.2,23137,13.9,606
 2021-09-23,70-79,Hombre,5.7,14400,27.9,1221
 2021-09-23,80-89,Hombre,3.3,8268,37.4,1636
 2021-09-23,90+,Hombre,0.7,1846,13.9,609
 2021-09-24,0-9,Mujer,7.1,19069,0.0,0
 2021-09-24,10-19,Mujer,13.0,34940,0.1,2
 2021-09-24,20-29,Mujer,15.2,40862,0.0,1
 2021-09-24,30-39,Mujer,14.0,37808,0.3,9
 2021-09-24,40-49,Mujer,16.2,43591,0.9,31
 2021-09-24,50-59,Mujer,13.8,37082,2.4,81
 2021-09-24,60-69,Mujer,8.7,23513,6.3,216
 2021-09-24,70-79,Mujer,5.8,15640,18.4,627
 2021-09-24,80-89,Mujer,4.5,12242,43.9,1495
 2021-09-24,90+,Mujer,1.7,4698,27.8,946
 2021-09-24,0-9,Hombre,7.8,19604,0.0,0
 2021-09-24,10-19,Hombre,13.6,34231,0.0,1
 2021-09-24,20-29,Hombre,16.0,40263,0.1,5
 2021-09-24,30-39,Hombre,14.0,35048,0.4,16
 2021-09-24,40-49,Hombre,16.0,40042,1.5,65
 2021-09-24,50-59,Hombre,13.6,34047,4.8,210
 2021-09-24,60-69,Hombre,9.2,23149,13.9,606
 2021-09-24,70-79,Hombre,5.7,14403,27.9,1221
 2021-09-24,80-89,Hombre,3.3,8270,37.5,1637
 2021-09-24,90+,Hombre,0.7,1847,13.9,609
 2021-09-27,0-9,Mujer,7.1,19106,0.0,0
 2021-09-27,10-19,Mujer,13.0,34973,0.1,2
 2021-09-27,20-29,Mujer,15.2,40885,0.0,1
 2021-09-27,30-39,Mujer,14.0,37850,0.3,9
 2021-09-27,40-49,Mujer,16.2,43621,0.9,31
 2021-09-27,50-59,Mujer,13.8,37109,2.4,81
 2021-09-27,60-69,Mujer,8.7,23538,6.3,216
 2021-09-27,70-79,Mujer,5.8,15650,18.4,627
 2021-09-27,80-89,Mujer,4.5,12260,43.9,1495
 2021-09-27,90+,Mujer,1.7,4706,27.8,946
 2021-09-27,0-9,Hombre,7.8,19652,0.0,0
 2021-09-27,10-19,Hombre,13.6,34263,0.0,1
 2021-09-27,20-29,Hombre,16.0,40277,0.1,5
 2021-09-27,30-39,Hombre,14.0,35066,0.4,16
 2021-09-27,40-49,Hombre,16.0,40075,1.5,65
 2021-09-27,50-59,Hombre,13.6,34058,4.8,210
 2021-09-27,60-69,Hombre,9.2,23175,13.9,607
 2021-09-27,70-79,Hombre,5.7,14418,28.0,1223
 2021-09-27,80-89,Hombre,3.3,8274,37.4,1637
 2021-09-27,90+,Hombre,0.7,1852,13.9,610
 2021-09-28,0-9,Mujer,7.1,19121,0.0,0
 2021-09-28,10-19,Mujer,13.0,34982,0.1,2
 2021-09-28,20-29,Mujer,15.2,40889,0.0,1
 2021-09-28,30-39,Mujer,14.0,37862,0.3,9
 2021-09-28,40-49,Mujer,16.2,43639,0.9,31
 2021-09-28,50-59,Mujer,13.8,37114,2.4,81
 2021-09-28,60-69,Mujer,8.7,23549,6.4,217
 2021-09-28,70-79,Mujer,5.8,15658,18.4,627
 2021-09-28,80-89,Mujer,4.5,12263,43.9,1496
 2021-09-28,90+,Mujer,1.7,4707,27.7,946
 2021-09-28,0-9,Hombre,7.8,19661,0.0,0
 2021-09-28,10-19,Hombre,13.6,34275,0.0,1
 2021-09-28,20-29,Hombre,16.0,40284,0.1,5
 2021-09-28,30-39,Hombre,14.0,35081,0.4,16
 2021-09-28,40-49,Hombre,16.0,40091,1.5,65
 2021-09-28,50-59,Hombre,13.6,34064,4.8,210
 2021-09-28,60-69,Hombre,9.2,23187,13.9,607
 2021-09-28,70-79,Hombre,5.7,14427,28.0,1223
 2021-09-28,80-89,Hombre,3.3,8278,37.4,1637
 2021-09-28,90+,Hombre,0.7,1853,13.9,610
 2021-09-29,0-9,Mujer,7.1,19134,0.0,0
 2021-09-29,10-19,Mujer,13.0,34990,0.1,2
 2021-09-29,20-29,Mujer,15.2,40900,0.0,1
 2021-09-29,30-39,Mujer,14.0,37884,0.3,9
 2021-09-29,40-49,Mujer,16.2,43656,0.9,31
 2021-09-29,50-59,Mujer,13.8,37131,2.4,81
 2021-09-29,60-69,Mujer,8.7,23552,6.4,217
 2021-09-29,70-79,Mujer,5.8,15670,18.4,627
 2021-09-29,80-89,Mujer,4.5,12271,43.9,1496
 2021-09-29,90+,Mujer,1.7,4708,27.7,946
 2021-09-29,0-9,Hombre,7.8,19684,0.0,0
 2021-09-29,10-19,Hombre,13.6,34287,0.0,1
 2021-09-29,20-29,Hombre,16.0,40291,0.1,5
 2021-09-29,30-39,Hombre,14.0,35102,0.4,16
 2021-09-29,40-49,Hombre,16.0,40117,1.5,65
 2021-09-29,50-59,Hombre,13.6,34073,4.8,210
 2021-09-29,60-69,Hombre,9.2,23194,13.9,607
 2021-09-29,70-79,Hombre,5.7,14434,28.0,1224
 2021-09-29,80-89,Hombre,3.3,8279,37.4,1637
 2021-09-29,90+,Hombre,0.7,1852,14.0,611
 2021-09-30,0-9,Mujer,7.1,19149,0.0,0
 2021-09-30,10-19,Mujer,13.0,34999,0.1,2
 2021-09-30,20-29,Mujer,15.2,40905,0.0,1
 2021-09-30,30-39,Mujer,14.0,37901,0.3,9
 2021-09-30,40-49,Mujer,16.2,43669,0.9,31
 2021-09-30,50-59,Mujer,13.8,37141,2.4,81
 2021-09-30,60-69,Mujer,8.7,23562,6.4,217
 2021-09-30,70-79,Mujer,5.8,15674,18.4,627
 2021-09-30,80-89,Mujer,4.5,12274,43.9,1496
 2021-09-30,90+,Mujer,1.7,4707,27.7,946
 2021-09-30,0-9,Hombre,7.8,19702,0.0,0
 2021-09-30,10-19,Hombre,13.6,34298,0.0,1
 2021-09-30,20-29,Hombre,16.0,40307,0.1,5
 2021-09-30,30-39,Hombre,14.0,35117,0.4,16
 2021-09-30,40-49,Hombre,16.0,40138,1.5,66
 2021-09-30,50-59,Hombre,13.6,34092,4.8,210
 2021-09-30,60-69,Hombre,9.2,23210,13.9,607
 2021-09-30,70-79,Hombre,5.7,14435,28.0,1224
 2021-09-30,80-89,Hombre,3.3,8282,37.4,1638
 2021-09-30,90+,Hombre,0.7,1853,14.0,611
 2021-10-01,0-9,Mujer,7.1,19161,0.0,0
 2021-10-01,10-19,Mujer,13.0,35009,0.1,2
 2021-10-01,20-29,Mujer,15.1,40915,0.0,1
 2021-10-01,30-39,Mujer,14.0,37917,0.3,9
 2021-10-01,40-49,Mujer,16.2,43683,0.9,31
 2021-10-01,50-59,Mujer,13.8,37151,2.4,81
 2021-10-01,60-69,Mujer,8.7,23568,6.4,217
 2021-10-01,70-79,Mujer,5.8,15681,18.4,627
 2021-10-01,80-89,Mujer,4.5,12280,43.9,1496
 2021-10-01,90+,Mujer,1.7,4709,27.7,946
 2021-10-01,0-9,Hombre,7.8,19718,0.0,0
 2021-10-01,10-19,Hombre,13.6,34312,0.0,1
 2021-10-01,20-29,Hombre,16.0,40313,0.1,5
 2021-10-01,30-39,Hombre,14.0,35125,0.4,16
 2021-10-01,40-49,Hombre,16.0,40152,1.5,66
 2021-10-01,50-59,Hombre,13.6,34103,4.8,210
 2021-10-01,60-69,Hombre,9.2,23219,13.9,607
 2021-10-01,70-79,Hombre,5.7,14439,28.0,1224
 2021-10-01,80-89,Hombre,3.3,8284,37.4,1638
 2021-10-01,90+,Hombre,0.7,1852,14.0,611
 2021-10-04,0-9,Mujer,7.1,19186,0.0,0
 2021-10-04,10-19,Mujer,13.0,35030,0.1,2
 2021-10-04,20-29,Mujer,15.1,40918,0.0,1
 2021-10-04,30-39,Mujer,14.0,37946,0.3,9
 2021-10-04,40-49,Mujer,16.2,43715,0.9,31
 2021-10-04,50-59,Mujer,13.8,37175,2.4,81
 2021-10-04,60-69,Mujer,8.7,23589,6.4,217
 2021-10-04,70-79,Mujer,5.8,15695,18.4,628
 2021-10-04,80-89,Mujer,4.5,12286,43.9,1496
 2021-10-04,90+,Mujer,1.7,4710,27.7,946
 2021-10-04,0-9,Hombre,7.8,19741,0.0,0
 2021-10-04,10-19,Hombre,13.6,34332,0.0,1
 2021-10-04,20-29,Hombre,16.0,40324,0.1,5
 2021-10-04,30-39,Hombre,14.0,35149,0.4,16
 2021-10-04,40-49,Hombre,16.0,40174,1.5,66
 2021-10-04,50-59,Hombre,13.6,34129,4.8,210
 2021-10-04,60-69,Hombre,9.2,23232,13.9,607
 2021-10-04,70-79,Hombre,5.7,14451,28.0,1227
 2021-10-04,80-89,Hombre,3.3,8295,37.4,1638
 2021-10-04,90+,Hombre,0.7,1853,14.0,612
 2021-10-05,0-9,Mujer,7.1,19195,0.0,0
 2021-10-05,10-19,Mujer,13.0,35035,0.1,2
 2021-10-05,20-29,Mujer,15.1,40923,0.0,1
 2021-10-05,30-39,Mujer,14.0,37953,0.3,9
 2021-10-05,40-49,Mujer,16.2,43740,0.9,31
 2021-10-05,50-59,Mujer,13.8,37190,2.4,81
 2021-10-05,60-69,Mujer,8.7,23595,6.4,218
 2021-10-05,70-79,Mujer,5.8,15703,18.4,628
 2021-10-05,80-89,Mujer,4.5,12287,43.8,1496
 2021-10-05,90+,Mujer,1.7,4710,27.7,947
 2021-10-05,0-9,Hombre,7.8,19744,0.0,0
 2021-10-05,10-19,Hombre,13.6,34335,0.0,1
 2021-10-05,20-29,Hombre,16.0,40335,0.1,5
 2021-10-05,30-39,Hombre,14.0,35155,0.4,16
 2021-10-05,40-49,Hombre,16.0,40185,1.5,66
 2021-10-05,50-59,Hombre,13.6,34137,4.8,210
 2021-10-05,60-69,Hombre,9.2,23236,13.9,608
 2021-10-05,70-79,Hombre,5.7,14459,28.0,1229
 2021-10-05,80-89,Hombre,3.3,8297,37.3,1638
 2021-10-05,90+,Hombre,0.7,1853,14.0,613
 2021-10-06,0-9,Mujer,7.1,19201,0.0,0
 2021-10-06,10-19,Mujer,13.0,35041,0.1,2
 2021-10-06,20-29,Mujer,15.1,40926,0.0,1
 2021-10-06,30-39,Mujer,14.0,37964,0.3,9
 2021-10-06,40-49,Mujer,16.2,43749,0.9,31
 2021-10-06,50-59,Mujer,13.8,37196,2.4,81
 2021-10-06,60-69,Mujer,8.7,23607,6.4,218
 2021-10-06,70-79,Mujer,5.8,15707,18.4,628
 2021-10-06,80-89,Mujer,4.5,12288,43.9,1498
 2021-10-06,90+,Mujer,1.7,4712,27.7,947
 2021-10-06,0-9,Hombre,7.8,19757,0.0,0
 2021-10-06,10-19,Hombre,13.6,34343,0.0,1
 2021-10-06,20-29,Hombre,16.0,40337,0.1,5
 2021-10-06,30-39,Hombre,14.0,35170,0.4,16
 2021-10-06,40-49,Hombre,16.0,40197,1.5,66
 2021-10-06,50-59,Hombre,13.6,34155,4.8,210
 2021-10-06,60-69,Hombre,9.2,23238,13.9,608
 2021-10-06,70-79,Hombre,5.7,14462,28.0,1231
 2021-10-06,80-89,Hombre,3.3,8300,37.3,1639
 2021-10-06,90+,Hombre,0.7,1853,14.0,613
 2021-10-07,0-9,Mujer,7.1,19210,0.0,0
 2021-10-07,10-19,Mujer,13.0,35046,0.1,2
 2021-10-07,20-29,Mujer,15.1,40940,0.0,1
 2021-10-07,30-39,Mujer,14.0,37965,0.3,9
 2021-10-07,40-49,Mujer,16.2,43759,0.9,31
 2021-10-07,50-59,Mujer,13.8,37206,2.4,81
 2021-10-07,60-69,Mujer,8.7,23618,6.4,218
 2021-10-07,70-79,Mujer,5.8,15711,18.4,628
